lon,lat,weather_id,main,description,icon,base,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,dt,sys_type,sys_id,country,sunrise,sunset,timezone,city_id,city_name,cod,level
-152.467337,-21.145851,800,Clear,clear sky,01n,stations,288.52,310.39,224.04,308.24,1008,17,1030,954,2016,13.11,84,3.37,75,1716334726,1,7014,GB,1716296196,1716345230,-43200,4750836,Rumbak,200,0
128.029786,-62.217054,800,Clear,clear sky,01n,stations,228.66,293.76,284.44,270.61,987,17,1009,912,6054,3.71,175,8.57,52,1716336500,1,8769,IT,1716319793,1716338233,-43200,4183206,Cornville,200,0
24.281255,89.539962,800,Clear,clear sky,01n,stations,220.51,221.62,253.09,231.79,1029,44,1009,970,8701,12.7,351,3.93,98,1716306259,1,4813,IT,1716297925,1716317604,19800,1111837,Pitampura,200,0
45.631003,73.887451,800,Clear,clear sky,01n,stations,299.64,288.38,299.89,255.05,986,15,991,907,3297,3.12,241,16.57,71,1716286162,1,6460,US,1716299375,1716309351,19800,6856996,Rumbak,200,0
-179.175274,5.6643,800,Clear,clear sky,01n,stations,300.65,271.74,256.75,301.74,984,71,1024,930,1782,2.86,204,3.34,62,1716272345,1,7427,US,1716331230,1716299505,19800,8752864,Whitby,200,0
-39.554567,-8.36133,800,Clear,clear sky,01n,stations,305.08,263.42,282.34,317.8,988,98,995,952,3693,4.58,114,11.34,80,1716296736,1,1789,IT,1716265586,1716284810,0,1080984,Pune,200,0
-142.95684,-65.957663,800,Clear,clear sky,01n,stations,279.97,300.12,263.86,305.53,980,78,1019,930,6636,7.02,172,4.51,8,1716339363,1,3033,US,1716277951,1716340755,19800,6243434,Nantucket,200,0
-83.437536,-84.984803,800,Clear,clear sky,01n,stations,319.52,264.32,258.46,267.09,1007,14,993,962,3662,9.86,316,5.78,9,1716294434,1,5383,IN,1716346787,1716296277,0,6288078,Zocca,200,0
-99.581192,15.861795,800,Clear,clear sky,01n,stations,241.32,279.03,232.25,268.23,982,77,990,924,1742,5.94,291,14.79,84,1716303148,1,5731,GB,1716272420,1716288861,7200,9636626,Nantucket,200,0
-111.531914,-57.46633,800,Clear,clear sky,01n,stations,283.66,233.83,262.98,223.54,1017,49,1003,920,4151,4.03,101,7.52,4,1716325705,1,4646,GB,1716308475,1716326066,7200,9879384,Whitby,200,0
-123.660908,79.513388,800,Clear,clear sky,01n,stations,249.03,238.06,316.22,295.23,991,66,992,922,7896,3.98,300,13.07,3,1716266194,1,7665,GB,1716289312,1716289365,19800,9855769,Nantucket,200,0
-119.188051,64.477237,800,Clear,clear sky,01n,stations,292.14,241.91,224.15,244.19,988,66,994,923,1497,12.46,143,0.58,50,1716300359,1,3107,IN,1716318656,1716314821,7200,3859160,Rumbak,200,0
-114.893708,-70.848715,800,Clear,clear sky,01n,stations,317.98,296.24,257.47,220.02,987,19,1024,927,8295,4.83,256,2.8,3,1716302976,1,7852,IN,1716323314,1716329704,-43200,2934854,Zocca,200,0
133.876674,59.94645,800,Clear,clear sky,01n,stations,257.06,241.57,221.65,221.66,1006,99,987,919,9775,0.08,149,10.35,63,1716345086,1,5137,US,1716267895,1716333453,-25200,1872476,Whitby,200,0
105.432421,-28.281698,800,Clear,clear sky,01n,stations,240.9,271.73,269.63,248.64,1016,20,1003,996,2394,9.3,138,19.48,64,1716302139,1,8428,IN,1716340824,1716326717,19800,9358366,Pune,200,0
-113.427481,87.183844,800,Clear,clear sky,01n,stations,234.4,306.79,274.64,232.84,1011,37,986,988,6293,0.17,289,3.53,4,1716273991,1,6127,IT,1716326018,1716277051,7200,2474242,Rumbak,200,0
-30.140223,-44.666781,800,Clear,clear sky,01n,stations,227.86,262.08,258.76,268.48,998,20,986,1019,5038,12.57,301,11.47,63,1716313348,1,6359,GB,1716335345,1716285689,-25200,9899980,Zocca,200,0
-33.948495,78.567589,800,Clear,clear sky,01n,stations,318.04,298.05,282.09,279.25,996,80,997,938,9022,10.13,88,11.32,97,1716297510,1,2726,IN,1716310517,1716308796,-25200,2851552,Whitby,200,0
-73.075261,-13.750474,800,Clear,clear sky,01n,stations,309.08,288.78,270.16,303.4,1024,21,1005,912,1421,5.99,55,5.44,81,1716270114,1,8180,US,1716274117,1716272127,7200,8770902,Rumbak,200,0
107.432819,-58.491799,800,Clear,clear sky,01n,stations,284.01,302.38,249.36,290.65,1005,61,1013,939,8765,0.3,168,13.14,1,1716342947,1,9878,IT,1716309597,1716274377,7200,7465753,Pune,200,0
154.420982,29.103847,800,Clear,clear sky,01n,stations,315.91,299.34,280.09,234.41,1019,55,1005,978,6542,11.81,165,17.61,2,1716324449,1,7241,US,1716286415,1716307211,-43200,3916561,Rumbak,200,0
157.893487,-40.512164,800,Clear,clear sky,01n,stations,283.18,221.14,302.94,269.98,997,100,993,963,8697,2.36,256,2.42,23,1716314097,1,5092,IT,1716281822,1716305535,19800,6585276,Whitby,200,0
152.763035,-77.499255,800,Clear,clear sky,01n,stations,319.99,268.14,286.66,262.1,981,81,1009,1019,7739,1.64,297,10.16,69,1716281971,1,7973,GB,1716342534,1716314290,19800,9759484,Pune,200,0
158.109104,-58.381165,800,Clear,clear sky,01n,stations,259.6,263.36,319.31,249.35,1001,60,980,1029,2852,8.54,57,4.95,70,1716322572,1,6889,IN,1716345630,1716310880,19800,6106057,Pune,200,0
119.653976,82.037525,800,Clear,clear sky,01n,stations,250.42,263.59,220.13,231.68,992,61,1002,931,6698,12.91,18,14.86,73,1716305150,1,8075,GB,1716317228,1716297505,-43200,6486425,Nantucket,200,0
-16.819778,-79.948998,800,Clear,clear sky,01n,stations,274.35,318.02,289.84,266.88,1023,75,1001,994,9699,0.02,2,3.62,83,1716294928,1,9827,US,1716333129,1716311799,-43200,9948690,Pune,200,0
-175.66192,11.797934,800,Clear,clear sky,01n,stations,221.69,254.12,223.44,314.68,1027,56,989,962,3626,10.55,230,19.14,50,1716281871,1,7149,IN,1716265761,1716327752,0,8816758,Cornville,200,0
164.345308,79.223456,800,Clear,clear sky,01n,stations,289.54,291.45,283.25,306.31,999,40,1010,1002,1544,5.74,81,16.22,52,1716338499,1,9624,IT,1716263789,1716327142,-43200,1827287,Whitby,200,0
-129.680776,-16.903332,800,Clear,clear sky,01n,stations,312.33,308.39,226.03,245.49,989,19,1011,1020,1537,11.36,84,13.63,97,1716284534,1,1525,IT,1716345625,1716301623,19800,3889934,Cornville,200,0
-16.610156,36.100311,800,Clear,clear sky,01n,stations,258.79,231.83,236.06,291.74,1026,83,1003,991,3969,9.65,166,14.63,63,1716293954,1,3872,GB,1716269710,1716341986,-43200,1798090,Zocca,200,0
-89.258095,-11.615056,800,Clear,clear sky,01n,stations,286.42,246.57,259.64,246.04,1001,40,1030,927,5510,10.1,23,18.7,28,1716340751,1,4130,GB,1716337609,1716341537,19800,3881365,Zocca,200,0
147.064738,33.494849,800,Clear,clear sky,01n,stations,245.7,288.35,256.92,300.86,984,55,1005,938,3018,11.74,149,6.96,5,1716269805,1,6485,GB,1716343436,1716287748,-25200,9758779,Rumbak,200,0
-152.653118,34.654784,800,Clear,clear sky,01n,stations,279.44,244.99,254.34,230.59,981,11,1022,1017,7175,9.74,147,13.28,44,1716308346,1,7357,IN,1716262653,1716337577,19800,3657042,Zocca,200,0
-36.867565,34.569843,800,Clear,clear sky,01n,stations,293.75,319.86,249.96,233.76,988,93,1027,955,3084,3.69,162,9.12,49,1716305779,1,6199,IN,1716331754,1716294312,7200,2368064,Rumbak,200,0
-18.500813,75.988172,800,Clear,clear sky,01n,stations,313.34,301.35,297.16,316.72,989,52,989,901,5891,2.62,208,18.49,73,1716324766,1,9112,IN,1716289227,1716262608,0,5822196,Pune,200,0
3.012362,27.255882,800,Clear,clear sky,01n,stations,285.99,281.65,225.11,314.21,1020,12,1006,1006,8408,2.65,210,18.67,29,1716267450,1,6716,IN,1716330511,1716336383,0,5431042,Nantucket,200,0
-107.890287,-64.277607,800,Clear,clear sky,01n,stations,259.67,239.17,306.02,239.95,986,97,1016,998,8062,10.57,259,7.73,78,1716337583,1,9675,US,1716312878,1716339179,7200,2313692,Pune,200,0
-46.947811,-21.043797,800,Clear,clear sky,01n,stations,226.85,238.91,259.98,264.31,993,65,1004,952,3811,10.94,197,4.85,0,1716315784,1,8679,GB,1716301921,1716278845,-43200,6178601,Cornville,200,0
115.378023,4.947465,800,Clear,clear sky,01n,stations,293.95,314.7,285.67,306.55,1013,40,1011,954,3846,2.15,339,6.41,23,1716333522,1,9856,US,1716300375,1716299503,-43200,3520927,Rumbak,200,0
100.393842,-87.778181,800,Clear,clear sky,01n,stations,242.98,280.99,287.8,266.21,994,59,1003,933,1210,3.47,324,6.11,89,1716299913,1,4378,IT,1716315044,1716280419,0,2561100,Zocca,200,0
112.776988,-89.539671,800,Clear,clear sky,01n,stations,244.41,312.69,228.81,280.1,1000,65,982,906,3629,8.35,224,16.75,33,1716295070,1,7807,IT,1716339488,1716285431,-43200,9861024,Nantucket,200,0
145.907015,-43.447738,800,Clear,clear sky,01n,stations,276.14,302.18,253.75,274.56,1020,64,982,995,8572,11.77,189,2.72,7,1716307203,1,9723,IT,1716348512,1716341165,0,6920710,Zocca,200,0
-136.431415,-20.852899,800,Clear,clear sky,01n,stations,252.71,291.74,243.72,288.61,1005,83,1023,904,2226,13.07,8,7.01,59,1716345308,1,3368,US,1716286937,1716280911,7200,4166630,Whitby,200,0
52.502012,-76.85096,800,Clear,clear sky,01n,stations,231.38,297.47,253.2,251.08,1029,24,1024,990,5070,11.84,107,6.97,11,1716315419,1,3620,IN,1716263097,1716279501,-43200,2070439,Pitampura,200,0
-100.374185,-31.313132,800,Clear,clear sky,01n,stations,242.19,300.7,224.03,247.31,1019,14,982,915,5640,1.74,56,12.48,46,1716346022,1,4793,IN,1716282287,1716322813,7200,5143965,Zocca,200,0
-135.98685,-48.471025,800,Clear,clear sky,01n,stations,302.63,297.71,305.8,288.01,1002,40,1022,999,6732,4.11,147,12.38,83,1716296302,1,1710,IN,1716297789,1716265224,0,2262844,Pune,200,0
96.627392,-38.004965,800,Clear,clear sky,01n,stations,230.84,270.58,280.45,232.43,1019,42,989,998,4220,8.68,348,7.19,100,1716304336,1,1861,IN,1716287233,1716274099,19800,6125495,Pune,200,0
49.545929,-34.224613,800,Clear,clear sky,01n,stations,288.58,288.28,265.78,278.08,997,47,982,1004,5959,7.64,263,19.92,93,1716333034,1,6879,US,1716305428,1716285424,-25200,9317985,Nantucket,200,0
145.075468,-70.586519,800,Clear,clear sky,01n,stations,229.97,275.64,244.55,279.31,1006,40,986,985,7324,3.41,193,8.8,24,1716344913,1,1211,US,1716327378,1716343625,0,9595262,Whitby,200,0
164.501196,70.660704,800,Clear,clear sky,01n,stations,255.76,283.66,270.59,304.68,1029,47,996,971,6975,2.59,290,11.67,78,1716339726,1,3130,IN,1716322784,1716337016,-43200,5545788,Cornville,200,0
-44.674057,46.753728,800,Clear,clear sky,01n,stations,224.34,246.2,285.86,302.86,998,27,1013,982,5509,0.23,177,3.61,16,1716296916,1,1486,IT,1716279080,1716276726,-25200,3681217,Nantucket,200,0
-70.574264,37.026363,800,Clear,clear sky,01n,stations,294.82,257.48,300.25,270.26,988,23,1016,991,3064,13.21,56,19.55,85,1716266686,1,6645,IN,1716318644,1716348076,7200,6921647,Zocca,200,0
171.500665,-34.776311,800,Clear,clear sky,01n,stations,288.6,230.19,300.09,245.64,1025,13,980,931,9726,5.17,352,11.0,45,1716333516,1,7993,IN,1716263095,1716266120,0,2215019,Nantucket,200,0
-170.874598,-22.149903,800,Clear,clear sky,01n,stations,299.17,238.9,262.83,256.54,1004,67,1016,1005,6656,2.27,31,19.24,31,1716303199,1,1642,IT,1716275429,1716284609,-43200,3011870,Cornville,200,0
102.618007,-68.272564,800,Clear,clear sky,01n,stations,257.34,270.03,311.3,271.47,982,36,1030,956,1151,10.32,51,2.86,30,1716306441,1,6666,IT,1716347830,1716344653,19800,7532689,Pune,200,0
-36.195616,-33.758158,800,Clear,clear sky,01n,stations,268.96,303.81,240.96,231.79,1024,41,1020,1027,2950,6.56,353,8.21,6,1716289186,1,1459,US,1716324367,1716304760,7200,3022222,Zocca,200,0
72.25142,-30.451277,800,Clear,clear sky,01n,stations,312.56,294.69,228.99,243.46,1010,53,1027,1027,3443,14.47,158,0.8,68,1716265198,1,8205,IT,1716297555,1716321495,19800,4043144,Rumbak,200,0
87.095719,75.993849,800,Clear,clear sky,01n,stations,273.35,222.21,238.65,313.61,1008,46,1019,1003,9792,13.59,116,0.46,26,1716265226,1,8819,US,1716340212,1716316392,-25200,2216351,Rumbak,200,0
6.281143,73.128462,800,Clear,clear sky,01n,stations,291.43,318.56,297.97,246.12,1003,33,1021,987,4277,1.58,36,4.87,82,1716278757,1,1296,US,1716264077,1716321007,7200,4548755,Whitby,200,0
-74.271646,24.377977,800,Clear,clear sky,01n,stations,222.25,314.14,261.91,286.99,1021,73,1013,949,6335,6.8,213,11.48,10,1716324718,1,5263,IN,1716283881,1716344025,-25200,2579202,Zocca,200,0
-105.429331,-49.197656,800,Clear,clear sky,01n,stations,234.36,296.37,294.64,311.08,1015,68,1016,995,2108,10.59,179,11.73,29,1716297275,1,4442,US,1716265232,1716318923,7200,5641087,Nantucket,200,0
-28.240135,-42.676382,800,Clear,clear sky,01n,stations,273.03,232.8,297.68,297.25,1013,11,988,951,2909,12.23,164,9.45,24,1716262668,1,8684,IT,1716321663,1716306459,7200,9391576,Nantucket,200,0
103.771301,75.897241,800,Clear,clear sky,01n,stations,299.78,235.25,319.9,248.31,1028,19,1019,998,6372,14.64,216,14.8,80,1716289367,1,8013,IN,1716287810,1716302019,0,9949236,Rumbak,200,0
-18.869239,-32.462119,800,Clear,clear sky,01n,stations,260.53,239.68,287.51,223.08,998,86,1003,902,1449,5.19,226,1.7,99,1716297881,1,8926,GB,1716336556,1716290239,7200,9151700,Cornville,200,0
99.870695,48.139896,800,Clear,clear sky,01n,stations,283.97,237.91,266.05,269.34,1000,54,1028,996,4164,12.52,319,16.13,79,1716302991,1,3275,US,1716305665,1716272491,19800,9430036,Pitampura,200,0
-98.835425,-26.833524,800,Clear,clear sky,01n,stations,268.28,289.58,242.64,234.56,1016,63,999,920,2957,11.77,348,17.08,92,1716302406,1,4808,IT,1716317177,1716326228,0,4245630,Pune,200,0
81.207905,-41.411033,800,Clear,clear sky,01n,stations,304.57,260.33,311.91,279.73,990,17,1018,930,4404,5.36,8,11.9,76,1716348540,1,2203,US,1716335903,1716329983,7200,4746372,Zocca,200,0
-34.651258,-9.342898,800,Clear,clear sky,01n,stations,307.96,249.02,267.09,258.0,994,16,996,922,9246,8.93,307,1.16,27,1716280622,1,1196,GB,1716301731,1716325497,19800,7590132,Pitampura,200,0
-0.121173,-22.880603,800,Clear,clear sky,01n,stations,318.06,305.35,307.18,238.91,1018,26,986,938,4298,2.42,206,16.22,92,1716264224,1,4136,US,1716341625,1716312691,0,4422190,Cornville,200,0
125.296969,67.606288,800,Clear,clear sky,01n,stations,264.24,233.58,252.63,283.68,985,46,990,924,3600,6.34,10,0.56,57,1716273024,1,4614,US,1716279002,1716344774,-43200,2245368,Nantucket,200,0
8.263159,38.784002,800,Clear,clear sky,01n,stations,258.55,249.62,259.83,271.15,1005,54,990,1013,5329,11.57,68,4.56,70,1716325215,1,8773,US,1716318529,1716338033,-25200,5349927,Rumbak,200,0
27.053258,2.341187,800,Clear,clear sky,01n,stations,240.58,254.83,233.94,238.25,1012,85,1001,946,3034,9.57,130,2.92,12,1716330573,1,3976,IN,1716273975,1716268500,-43200,7310011,Rumbak,200,0
-96.005719,-87.402259,800,Clear,clear sky,01n,stations,247.0,220.95,296.05,267.39,1011,93,1014,916,9898,9.73,3,4.46,30,1716285288,1,3548,US,1716302019,1716327726,0,7367813,Rumbak,200,0
94.223475,42.659762,800,Clear,clear sky,01n,stations,256.12,286.02,234.82,224.31,980,56,981,919,7498,14.79,117,12.57,56,1716325003,1,3697,GB,1716309998,1716335650,-43200,3986648,Pitampura,200,0
-81.482447,58.160692,800,Clear,clear sky,01n,stations,241.69,274.36,266.15,277.65,1025,40,1008,967,5739,8.57,276,11.05,45,1716306633,1,6597,IN,1716329916,1716319075,19800,8571418,Rumbak,200,0
-70.765707,-69.433019,800,Clear,clear sky,01n,stations,240.72,230.42,287.46,283.66,1001,43,1014,1015,2131,9.91,27,9.8,13,1716286059,1,5001,US,1716326152,1716327901,0,8958389,Whitby,200,0
-85.308192,17.246991,800,Clear,clear sky,01n,stations,225.21,281.2,244.68,268.32,999,48,988,918,7222,7.51,95,6.48,30,1716293004,1,6690,GB,1716292155,1716330529,19800,9062302,Rumbak,200,0
-54.791283,75.811368,800,Clear,clear sky,01n,stations,232.9,276.86,220.17,301.29,1030,65,982,976,9927,2.37,243,3.75,23,1716302373,1,5269,GB,1716287601,1716299404,19800,4943966,Whitby,200,0
-87.296309,73.344526,800,Clear,clear sky,01n,stations,248.71,238.23,262.82,302.62,998,44,989,909,3717,7.65,88,4.6,63,1716348680,1,4987,IN,1716285753,1716304421,-25200,5925476,Pitampura,200,0
-63.660461,34.971381,800,Clear,clear sky,01n,stations,251.55,233.45,308.09,258.6,1018,68,1011,943,1441,0.15,69,3.18,26,1716262834,1,4308,US,1716276993,1716303947,0,3614306,Nantucket,200,0
