coord_lon,coord_lat,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,dt,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,level
10.99,44.34,800,Clear,clear sky,01n,stations,283.15,282.88,280.78,284.68,1022,99,995,910,4610,3.02,349,3.16,70,1632440940,1,6812,IT,1646719489,1634957603,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.25,283.49,281.97,285.9,1024,71,1012,939,6498,9.8,315,13.34,25,1675412383,1,6812,IT,1671917659,1656431385,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.04,286.7,286.46,289.9,1013,82,994,963,5358,5.28,336,9.81,72,1688329746,1,6812,IT,1636971239,1619366004,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.83,285.26,284.93,289.69,996,64,1024,995,4073,7.79,286,7.87,19,1644707655,1,6812,IT,1618097413,1649627381,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.94,284.87,283.99,288.51,999,57,1013,905,6719,9.51,31,10.14,46,1655038972,1,6812,IT,1654307972,1650398536,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,282.79,281.71,280.21,285.73,994,88,1002,964,8360,3.27,80,6.32,72,1618114907,1,6812,IT,1635891015,1625375016,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.19,288.32,288.15,290.68,1014,76,993,986,8536,5.71,217,10.37,61,1696014053,1,6812,IT,1641464647,1677259739,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,285.47,285.23,284.24,287.44,1013,98,994,951,6730,7.37,106,8.03,51,1628498528,1,6812,IT,1689773577,1633734771,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,289.54,289.21,288.51,291.77,1030,50,997,909,3392,7.39,308,11.59,95,1613420835,1,6812,IT,1644199463,1624761271,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,281.49,279.73,279.19,282.62,1007,61,994,968,5462,5.22,7,9.66,10,1699284093,1,6812,IT,1627643509,1661685351,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,286.88,286.73,284.69,288.34,1014,91,997,973,7369,9.9,64,12.14,93,1602090065,1,6812,IT,1607705781,1654686054,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,284.76,284.56,282.98,286.58,1005,74,1019,993,9011,3.58,102,6.24,73,1681376565,1,6812,IT,1694992081,1692440444,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.42,286.99,286.87,291.29,1027,69,1025,905,7906,4.99,109,8.9,61,1677401823,1,6812,IT,1657677018,1632808402,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.71,286.73,286.88,291.25,1030,52,996,925,9263,7.26,159,9.77,51,1641658867,1,6812,IT,1631302844,1676776088,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,288.86,287.31,286.95,290.65,992,60,1018,999,9058,8.78,107,12.88,60,1640176897,1,6812,IT,1636920338,1631411398,7200,3163858,Zocca,200,0
10.99,44.34,800,Clear,clear sky,01n,stations,280.88,278.97,279.87,282.2,1005,61,1004,967,8650,7.36,87,9.17,37,1632945462,1,6812,IT,1637337495,1634593913,7200,3163858,Zocca,200,0
